id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45726239,Luxury 2 bedroom on top floor with roof deck,77993870,Greg,,South End,42.34054,-71.06665,Entire home/apt,,91,0,,,1,0,0,
45828592,Modern 1 Bedroom Downtown! Monthly Special!,43045785,Amir Alex,,North End,42.36564,-71.05251,Entire home/apt,113,29,15,2024-10-19,0.30,1,288,3,
45844741,Great public transportation to tour all of Boston!,366954587,Mario,,Dorchester,42.30736,-71.06375,Entire home/apt,200,1,74,2024-11-11,1.66,1,177,7,STR-523616
45860458,Meticulous 1 BR in the Heart of Back Bay,322334135,Nicole,,Back Bay,42.35026,-71.08765,Entire home/apt,,91,0,,,1,0,0,
45863993,1 Bedroom City Bungalow close to Downtown Boston,349400956,Danny,,East Boston,42.38109,-71.03078,Entire home/apt,,29,3,2021-02-15,0.06,1,0,0,STR-436098
45937866,Luxurious 1BD Condo in Boston's Leather District,41272528,Wendi,,Chinatown,42.3496,-71.05868,Entire home/apt,,180,0,,,1,185,0,
45972855,"Boston's 2 bedroom w/ parking, WiFi, BBQ & laundry",164826,Molly,,Jamaica Plain,42.31631,-71.09878,Entire home/apt,275,2,66,2024-10-06,1.61,1,225,15,STR-570178
45989273,High-end Two Bedroom in Seaport,22541573,Furnished Quarters,,South Boston Waterfront,42.35473,-71.04751,Entire home/apt,305,32,0,,,47,359,0,
45989279,Stunning One Bedroom with Luxury Amenitites,22541573,Furnished Quarters,,South Boston Waterfront,42.35437527208879,-71.04800043840895,Entire home/apt,265,32,0,,,47,255,0,
45989320,Luxury Two Bedroom in Seaport District,22541573,Furnished Quarters,,South Boston Waterfront,42.35447,-71.04607,Entire home/apt,345,32,0,,,47,357,0,
45990475,Steps to Harbor | Studio | Washer/Dryer + Gym,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,143,1,10,2022-09-10,0.20,30,363,0,Exempt: This listing is a hotel or motel
45999950,Beautiful Studio | Kitchen | Pool | Gym | Boston,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,129,1,2,2023-06-16,0.07,7,365,0,Exempt: This listing is a hotel or motel
46000458,Spacious Studio Apt | Kitchen | Gym | Pool |Washer,9419684,Churchill,,East Boston,42.36638,-71.04007,Entire home/apt,129,1,1,2021-11-01,0.03,7,365,0,Approved by government
46005070,Waterfront Studio | W/D | Pool & Gym | East Boston,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,143,1,41,2024-07-22,0.82,30,363,2,Exempt: This listing is a hotel or motel
46005073,Modern Studio | Pool & Gym | Parking | Boston Pier,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,143,1,24,2024-11-23,0.49,30,363,3,Exempt: This listing is a hotel or motel
46006191,Modern & Clean Studio Apt | Pool & Gym | Boston,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,129,1,8,2022-12-25,0.20,30,365,0,Exempt: This listing is a hotel or motel
46006469,Waterfront Studio | Indoor Pool | Desk+ Wi-Fi,30283594,Global Luxury Suites,,East Boston,42.36638,-71.04007,Entire home/apt,129,1,54,2024-06-09,1.11,30,365,5,Exempt: This listing is a hotel or motel
46037756,3 BR/3 BA In Historic Charlestown Neighborhood,141347907,Cordell,,Charlestown,42.38015,-71.06524,Entire home/apt,,29,9,2021-08-24,0.21,1,0,0,STR-446549
46051711,"Renovated, Spacious Studio, Near BC, BU, Porch",31340713,Kama,,Brighton,42.34081,-71.15399,Entire home/apt,180,29,4,2023-09-27,0.20,40,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
46074186,Boston One Bedroom with Fenway Park Views,22541573,Furnished Quarters,,Fenway,42.34507,-71.09626,Entire home/apt,185,32,1,2022-07-02,0.03,47,357,0,
46074212,"Boston 2 Bedroom, Across from Fenway Park",22541573,Furnished Quarters,,Fenway,42.34396,-71.09629,Entire home/apt,315,32,0,,,47,332,0,
46074220,Modern 1 Bedroom in Fenway Cultural District,22541573,Furnished Quarters,,Fenway,42.34367,-71.09797,Entire home/apt,195,32,1,2024-08-05,0.22,47,354,1,
46074729,1 Bedroom Near Fenway Park in Luxury Building,22541573,Furnished Quarters,,Fenway,42.34475,-71.09833,Entire home/apt,190,32,0,,,47,346,0,
46078424,A place that speaks on your behalf,191639793,Niki,,Roxbury,42.3215,-71.07651,Private room,70,91,0,,,1,365,0,
46100310,Stunning One Bedroom in Luxury Fenway Building,22541573,Furnished Quarters,,Fenway,42.34378,-71.09832,Entire home/apt,190,32,1,2024-11-04,0.64,47,359,1,
46135135,"Studio w/ Parking Near MGH, TD Garden & Waterfront",130680380,Jodie,,North End,42.36745,-71.05735,Entire home/apt,106,3,13,2024-11-26,4.38,20,318,13,STR-461702
46170478,Boston Maison near JFK/UMASS,374049727,Taibou,,Dorchester,42.31687,-71.05668,Private room,91,30,2,2024-08-01,0.24,3,364,2,
46237380,Harborside Inn-Boutique Hotel,371898646,Mark,,Downtown,42.35881,-71.05191,Private room,209,1,119,2024-12-04,2.74,1,208,24,Exempt: This listing is a hotel or motel
46241939,"Sunlit 2BR in South End, Comfort & elegance to WFH",2808759,Juliette,,South End,42.33929,-71.07687,Entire home/apt,,29,1,2021-04-17,0.02,1,0,0,
46326668,2 Bedroom with Views and Luxury Amenities,22541573,Furnished Quarters,,Fenway,42.34323,-71.08618,Entire home/apt,260,32,0,,,47,341,0,
46332155,West Roxbury Tree House Condo - Entire Unit,60362084,Bradford,,West Roxbury,42.29078,-71.15423,Entire home/apt,,45,2,2021-04-30,0.04,1,0,0,
46427592,In the heart of Jamaica Plain near Longwood,15057786,Ita,,Jamaica Plain,42.31294,-71.11617,Entire home/apt,269,3,66,2024-12-16,1.42,1,223,23,STR-518927
46445272,Stylish One Bedroom in Fenway-Kenmore Neighborhood,22541573,Furnished Quarters,,Fenway,42.34548,-71.098,Entire home/apt,175,32,0,,,47,357,0,
46529051,Warm Room w/Charm of late 19th Century Victorian,3201643,Michael,,Dorchester,42.31328,-71.0538,Private room,30,91,0,,,2,90,0,
46580146,"Smart House in Boston, comfy beds, dogs OK",75960211,Magdalena,,Brighton,42.34886169433594,-71.16592407226562,Entire home/apt,,3,9,2023-06-17,0.37,1,0,0,STR-494326
46660059,Stunning 2 Bedroom in Heart of Fenway District,22541573,Furnished Quarters,,Fenway,42.34368,-71.09677,Entire home/apt,315,32,1,2022-04-29,0.03,47,286,0,
46696466,"Renovated Studio, steps to MGH, Suffolk, Sleeps 4",31340713,Kama,,Downtown,42.3613,-71.06357,Entire home/apt,155,29,9,2024-11-16,0.22,40,327,5,Exempt: This listing is a unit used for furnished institutional or business stays
46697368,"Renovated Studio, steps to MGH, Suffolk, Sleeps 4",266312920,STARS Of,,West End,42.36135,-71.06387,Entire home/apt,155,29,1,2023-05-22,0.05,38,327,0,
46915451,Beacon Hill 2br/2ba duplex-perfect for Relocations,4061992,B. H.,,Beacon Hill,42.35942,-71.07142,Entire home/apt,299,29,49,2023-11-12,1.01,4,270,0,STR-408973
46925307,"2 bed, in unit laundry, Boston College, balcony.",31340713,Kama,,Brighton,42.34319,-71.14389,Entire home/apt,204,29,17,2023-12-03,0.47,40,355,0,Exempt: This listing is a unit used for furnished institutional or business stays
46928289,"Top-floor, 2Bed w/ Balcony & in-unit Laundry",266312920,STARS Of,,Brighton,42.34276,-71.14373,Entire home/apt,215,29,2,2023-08-12,0.10,38,355,0,Exempt: This listing is a unit used for furnished institutional or business stays
46964831,Spacious 4bed Loft | Downtown Boston | Beacon Hill,365116307,Healing Homes,,Downtown,42.35702565661529,-71.06194776110382,Entire home/apt,418,1,241,2024-12-16,5.07,58,308,58,STR-466837
46966358,Washer/Dryer in-unit!  Close to MGH & Beacon Hill,365116307,Healing Homes,,Downtown,42.35563359910092,-71.06034154433256,Entire home/apt,247,1,240,2024-12-15,4.93,58,353,64,STR-466832
46982246,Designer Lux 4bed Loft | Steps to the State House,365116307,Healing Homes,,Downtown,42.35746,-71.06085,Entire home/apt,417,1,276,2024-12-02,5.75,58,332,57,STR-466842
46982433,Pet Friendly |  3bd 2ba Flat steps to Beacon Hill,365116307,Healing Homes,,Downtown,42.35721,-71.06153,Entire home/apt,318,1,310,2024-12-18,6.39,58,318,81,STR-466841
46982800,4br/2ba | 200mbps Internet | Luxury Keyless Entry,365116307,Healing Homes,,Downtown,42.35672601684253,-71.06027146231158,Entire home/apt,381,1,219,2024-11-29,4.97,58,317,63,STR-466838
46983441,4bed Loft | Steps to Boston Common + Beacon Hill,365116307,Healing Homes,,Downtown,42.35575107251281,-71.06242661829393,Entire home/apt,358,1,233,2024-11-30,4.78,58,322,55,STR-466839
46983650,"Parking Available-Fully Furnished 4br, 2ba-Hami509",365116307,Healing Homes,,Downtown,42.3571,-71.06069,Entire home/apt,543,1,265,2024-12-02,5.63,58,301,58,STR-461750
46984210,Just Perfect Studio For Your Next Stay,183914990,Edmund,,Downtown,42.35402,-71.06134,Entire home/apt,90,2,83,2024-11-01,1.92,7,297,3,Exempt: This listing is a hotel or motel
46984660,Stay Tonight In Boston's Downtown!,183914990,Edmund,,Downtown,42.3555,-71.06127,Entire home/apt,95,2,118,2024-11-26,2.42,7,315,20,Exempt: This listing is a hotel or motel
46988955,Brand New One Bedroom in Back Bay,9410008,Jason,,Back Bay,42.35087,-71.08898,Entire home/apt,150,10,108,2024-11-24,2.23,16,75,25,Exempt: This listing is a unit that has contracts with hospitals
47052910,One Bedroom Apartment In Luxury Boston High Rise,22541573,Furnished Quarters,,Downtown,42.35943,-71.05776,Entire home/apt,185,32,2,2022-06-04,0.04,47,357,0,
47091672,"Blueground | Brighton, w/d, gym, nr t & shops",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,106,32,1,2022-05-17,0.03,352,272,0,
47091700,"Blueground | Brighton, w/d, doorman, nr t & dining",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,125,32,0,,,352,309,0,
47092175,"Blueground | Brighton, w/d, doorman, nr t & dining",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,141,32,0,,,352,293,0,
47092198,"Blueground | Brighton, w/d, doorman, nr t & shops",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,142,32,0,,,352,111,0,
47092230,"Blueground | Brighton, w/d, pool, nr t & dining",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,141,32,1,2022-04-16,0.03,352,264,0,
47092243,"Blueground | Brighton, w/d, pool, nr t & dining",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,,32,1,2024-08-01,0.21,352,332,1,
47092332,"Blueground | Brighton, doorman, nr t & shopping",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,141,32,0,,,352,203,0,
47094818,"Blueground | Brighton, w/d, doorman, nr t & dining",107434423,Blueground,,Brighton,42.3469948,-71.1452694,Entire home/apt,,32,0,,,352,340,0,
47097863,Cozy Studio in PRIME Location Downtown Boston,380608663,Anna,,Chinatown,42.34947,-71.06196,Entire home/apt,,91,0,,,1,0,0,
47137042,Charming 2br in hip neighborhood w Private Deck,9658771,Anthony,,Roslindale,42.28834,-71.13646,Entire home/apt,130,29,9,2023-03-20,0.19,2,365,0,STR-443288
47216060,"Beautiful bedroom, min from downtown and harbor",96744012,Georgina,,East Boston,42.36999,-71.03631,Private room,,91,0,,,1,0,0,
47272572,Long term stay Grad Students/Professionals/Artists,80309080,Akili J,,Fenway,42.34219,-71.08686,Private room,,100,0,,,1,0,0,
47353361,Charlestown Furnished  1 bedroom Apartment M465,32532791,Marie,,Charlestown,42.37473,-71.06101,Entire home/apt,275,3,16,2024-11-21,0.43,6,223,8,STR-385912
47355090,IV New apartment with Luxury amenities in Boston,362014108,Jean- Luc,,Dorchester,42.305282560949806,-71.06119774985596,Entire home/apt,110,31,84,2024-08-10,1.84,5,350,1,STR-547013
47355116,Updated 1-Bed - near Harvard w/ pkg and laundry!,4111092,Holden,,Allston,42.36023,-71.12846,Entire home/apt,160,3,5,2024-09-06,0.10,1,23,4,STR-443485
47373862,"Simple Studio -Walk to MGH, Beacon Hill, North End",382451810,Healing Homes,,Downtown,42.35573,-71.05994,Entire home/apt,137,1,238,2024-11-19,5.01,67,361,35,STR-466829
47374576,Bright + Clean Studio Loft in Downtown Boston,382451810,Healing Homes,,Downtown,42.35522,-71.05798,Entire home/apt,116,1,190,2024-11-09,4.16,67,353,35,STR-466827
47374701,Downtown Studio | Students Welcome,382451810,Healing Homes,,Downtown,42.35392,-71.05954,Entire home/apt,134,1,190,2024-11-05,4.14,67,350,30,STR-466823
47374978,Boston Fidi Studio  Laundry in Building  Fast Wifi,382451810,Healing Homes,,Downtown,42.35596,-71.05992,Entire home/apt,120,1,259,2024-11-21,5.43,67,355,35,STR-466816
47384208,Prime Location | Beacon Hill & Financial District,382451810,Healing Homes,,Downtown,42.35427,-71.05991,Entire home/apt,152,1,198,2024-12-02,4.22,67,306,32,STR-466826
47384475,Downtown Loft | Walk Anywhere | Ideal for Nurses!,382451810,Healing Homes,,Downtown,42.35519,-71.05994,Entire home/apt,157,1,194,2024-11-27,4.33,67,332,38,STR-466824
47384597,Luxury at a Discount!!  2br/2ba | 200mbps Internet,382451810,Healing Homes,,Downtown,42.35397,-71.05798,Entire home/apt,238,1,210,2024-11-24,4.74,67,315,47,STR-466798
47385123,Modern Smart 1Bdr Private Entry Historic South End,154540888,Stephanie,,South End,42.34406280517578,-71.06999969482422,Entire home/apt,185,29,13,2024-12-10,0.32,2,236,5,
47406533,Sunny Southie Modern 2 Bedroom with Deck,35365790,Anda,,South Boston,42.33437,-71.05208,Entire home/apt,260,2,28,2024-11-25,0.64,1,102,11,STR-461650
47407478,Bright & Bold Loft | Fast Wifi | Downtown Boston,382451810,Healing Homes,,Downtown,42.35451,-71.0579,Entire home/apt,135,1,174,2024-11-28,3.71,67,365,34,STR-466799
47408174,Downtown Boston | Nurses Welcome | W/D in bldg,382451810,Healing Homes,,Downtown,42.35397,-71.05805,Entire home/apt,129,1,209,2024-12-10,4.42,67,361,38,STR-466811
47408663,Beautiful Studio | Close to Everything | Fast Wifi,382451810,Healing Homes,,Downtown,42.35426,-71.0598,Entire home/apt,129,1,187,2024-12-09,4.03,67,326,50,STR-466817
47425133,Classic furnished 1BR in Fenway in Brownstone Bldg,275849638,Steven,,Fenway,42.34742,-71.09253,Entire home/apt,169,1,98,2024-11-19,2.24,75,331,45,STR-438668
47441090,Cozy home away from home in historic Boston,292681778,Nicole,,Roxbury,42.32987,-71.08982,Entire home/apt,90,29,166,2023-11-26,3.48,1,180,0,STR-546302
47487652,Simple 1br |  Financial District | Keyless Entry,382451810,Healing Homes,,Downtown,42.35387599921967,-71.05848406519874,Entire home/apt,140,1,195,2024-11-12,4.16,67,357,42,STR-466818
47488200,Contemporary Farmhouse-Style Retreat | near T,312045025,Sidney,,Jamaica Plain,42.3094074,-71.10263239999999,Entire home/apt,,30,62,2024-12-01,1.30,1,323,52,Exempt: This listing is a unit used for furnished institutional or business stays
47492421,"Downtown Central Studio w Fast WIFI, Keyless Entry",382451810,Healing Homes,,Downtown,42.35533,-71.05769,Entire home/apt,102,1,188,2024-12-15,4.21,67,350,58,STR-466812
47536459,Top level great views mins to MBTA!,39266840,Kevin  And Maria,,Dorchester,42.30043,-71.06091,Entire home/apt,486,29,86,2023-12-10,1.83,4,332,0,STR-463794
47567526,Spacious & Sun Drenched 3 Bedroom - Pet Friendly!,21748373,Lauren,,Dorchester,42.2794,-71.06794,Entire home/apt,,91,1,2021-05-16,0.02,1,0,0,STR-445830
47576607,"Blueground | Back Bay, roofdeck, nr commons",107434423,Blueground,,Back Bay,42.35066,-71.07739,Entire home/apt,141,32,1,2022-01-18,0.03,352,278,0,
47775251,Cosy Room in Back Bay and Beacon Hill (MGH/Tufts),258974203,Sophia,,Beacon Hill,42.35638,-71.07139,Private room,88,29,7,2024-03-18,0.16,2,121,1,Exempt: This listing is a unit used for furnished institutional or business stays
47780618,Luxury Condo in Boston w/ backyard & parking,56355458,Cusaj,,East Boston,42.38347,-71.01653,Entire home/apt,115,2,123,2024-12-08,5.23,1,72,69,STR-447421
47867613,Mins to Seaport/Downtown. Pvt bath & Entrance,237078658,Lindsay,,South Boston,42.33716,-71.03812,Entire home/apt,78,29,83,2021-12-02,1.75,3,0,0,STR-399339
47873448,Boston Best with Parking - GREAT reviews,77279852,Juliana,,East Boston,42.37877,-71.0311,Entire home/apt,500,2,166,2024-11-02,3.63,1,344,35,STR-490291
47890883,Swanky unit Convenient to Downtown nr Restaurants,386040727,Evans,,Dorchester,42.28626,-71.04232,Entire home/apt,98,1,263,2024-12-03,5.65,3,4,60,STR-519685
47952948,1BR Apartment | Patio | Full-Kitchen,43217109,Javier,,South End,42.33635,-71.07506,Entire home/apt,159,29,72,2024-09-14,1.56,3,360,17,STR-572302
47954520,Cozy studio in Bay Village near Public Garden,12788484,Pauline,,Downtown,42.3504,-71.06996,Entire home/apt,149,3,61,2024-12-17,1.30,1,18,28,STR-481124
47999268,Large furnished one bedroom Brighton unit,79330208,Rahul,,Brighton,42.33873,-71.15151,Entire home/apt,,91,0,,,1,0,0,
48000343,Center of Boston Studio Pet Friendly | Laundry,382451810,Healing Homes,,Downtown,42.35593,-71.05837,Entire home/apt,97,1,202,2024-12-16,4.34,67,353,56,STR-466821
48001788,3BR / 2BA + Prvt Deck in Back Bay,9410008,Jason,,Back Bay,42.34789,-71.08297,Entire home/apt,679,5,76,2024-11-30,1.65,16,88,17,Exempt: This listing is a unit that has contracts with hospitals
48011996,Bedroom with 2 Full Size Beds,72577057,Evan,,Hyde Park,42.26396,-71.10395,Private room,,1,5,2024-05-07,0.50,2,0,5,STR-551772
48013642,Furnished Studio by Thatch™ | Highland Ave,814298,Thatch,,Roxbury,42.32923,-71.09184,Entire home/apt,80,70,9,2024-11-01,0.24,60,270,3,
48015070,Beautiful 2BR in Downtown Boston 0450,212359760,Mohammed Radi,,Downtown,42.35095,-71.06374,Entire home/apt,140,29,143,2023-12-06,3.06,93,333,0,Exempt: This listing is a unit that has contracts with hospitals
48030134,Modern/Luxury | Steps from Zoo & Golf Course,370733465,Diana,,Roxbury,42.29916,-71.08675,Entire home/apt,199,2,189,2024-12-08,4.23,1,155,47,STR-443355
48092931,Perfect North End Apt - 2BR 2BA w/ Laundry!,275849638,Steven,,North End,42.365063721237405,-71.05112674808967,Entire home/apt,257,2,232,2024-12-12,5.24,75,304,79,STR-437461
48093039,"Luxury 2 Bed, 2Bath apartment in Back Bay/Fenway",275849638,Steven,,Fenway,42.34882420341916,-71.09481479655527,Entire home/apt,361,1,264,2024-12-05,5.75,75,327,55,STR-438670
48093229,Luxury 4BR 3.5BA in Fenway w/ Laundry & Roof Deck!,275849638,Steven,,Fenway,42.34968,-71.09287,Entire home/apt,549,3,251,2024-12-15,5.70,75,297,81,STR-438671
48103622,Fully Furnished 2br/2ba Loft in Downtown Boston,275849638,Steven,,Downtown,42.35727,-71.0551,Entire home/apt,194,2,205,2024-11-30,4.51,75,344,51,STR-424139
48103833,Designer Inspired | Keyless Entry | Financial Dist,275849638,Steven,,Downtown,42.35835418840674,-71.05321336034264,Entire home/apt,294,2,227,2024-11-30,4.89,75,348,47,STR-424135
48107968,"Blueground | Longwood, nr t & multiple schools",107434423,Blueground,,Mission Hill,42.3347357,-71.1018627,Entire home/apt,142,32,1,2023-08-19,0.06,352,211,0,
48120609,"(G) Cozy Room Near Harvard, MIT, BU & prime diners",37035419,Wendy,,Allston,42.35866,-71.13006,Private room,78,91,5,2024-10-15,0.14,9,353,3,
48131435,3 Bdrm 2BA Apt Quiet Spotless Parking Top Location,66257167,Victoria,,Bay Village,42.34901,-71.0666,Entire home/apt,203,2,165,2024-11-26,3.54,2,75,35,STR-398206
48173950,Boston’s best! Free parking! Stylish 2 bdrm apt,388634902,Jason,,Hyde Park,42.26353,-71.12697,Entire home/apt,286,1,55,2024-10-27,1.20,1,173,8,STR-460531
48210616,Spacious Suite in a quiet Boston neighborhood.,357698265,Natalie,,Brighton,42.34388,-71.15633,Private room,149,1,74,2024-11-17,1.65,8,57,17,STR-439464
48210680,New Renovated 1 Bed Nr Franklin Park Free Parking,5618949,Alan,,Dorchester,42.30019,-71.08438,Entire home/apt,69,29,6,2021-10-26,0.13,13,90,0,STR-419049
48231177,Stylish Studio in Downtown Boston!,316148588,TemplePlace,,Downtown,42.35418,-71.06267,Entire home/apt,83,2,101,2024-11-24,2.21,8,303,32,str-557155
48243795,Cozy Double Room in a quiet Boston neighborhood,357698265,Natalie,,Brighton,42.34524,-71.15449,Private room,129,1,62,2024-10-27,1.35,8,47,11,STR-439464
48244238,Cape Cod style bedroom in a quiet Boston area,357698265,Natalie,,Brighton,42.34308,-71.15622,Private room,125,1,61,2024-10-26,1.35,8,39,15,STR-439464
48246976,"Downtown Dream Studio, Come Travel Again!",316148588,TemplePlace,,Downtown,42.35407,-71.06119,Entire home/apt,83,2,53,2024-10-07,1.21,8,303,23,str-557145
48248044,Perfect Studio in Downtown Boston!,316148588,TemplePlace,,Downtown,42.3562,-71.06137,Entire home/apt,83,2,114,2024-11-28,2.58,8,302,33,str-557153
48285608,"Downtown Crossing, Large Lofted Condo, Location!",388391823,Elliott And Layla,,Downtown,42.35429,-71.06118,Entire home/apt,356,3,103,2024-11-24,2.25,1,308,29,STR-545379
48298464,"UNION PARK, South End - sunny, historic 2B/2B",16098390,Wendy,,South End,42.34146,-71.07185,Entire home/apt,270,30,18,2023-11-25,0.96,2,322,0,str-523399
48357656,"Large 1+bed in historic Charlestown, Boston!",25610777,Jennifer,,Charlestown,42.38099,-71.07038,Entire home/apt,195,4,116,2024-11-05,2.74,1,231,33,STR-416464
48361088,"Long OR Short Term Stays, Affordable Boston Stay",183914990,Edmund,,Downtown,42.35408,-71.06337,Private room,90,1,350,2024-11-25,7.95,7,365,47,STR439290
48394920,Pvt. Floor w/ Bath | Co-Live by Thatch™ | 33 #1G,814298,Thatch,,Roxbury,42.32869,-71.09208,Private room,70,30,3,2024-08-25,0.08,60,180,1,
48403559,Sublet - 1 bedroom in a 3 b 1 ba Brighton Apt,151308976,Emma,,Brighton,42.35465,-71.15788,Private room,,120,0,,,1,0,0,
48439840,1BR in Downtown Boston| Walk Anywhere!,275849638,Steven,,Downtown,42.358980395949175,-71.05393090509003,Entire home/apt,141,1,214,2024-11-27,4.66,75,346,41,STR-424136
48454886,"Blueground | Back Bay, nr newbury st & esplanade",107434423,Blueground,,Back Bay,42.3505139,-71.089844,Entire home/apt,159,32,0,,,352,203,0,
48466008,Boston - 3 Bedrooms Patio Full-Kitchen,43217109,Javier,,South End,42.33836,-71.07613,Entire home/apt,375,29,41,2024-09-04,0.91,3,365,5,STR-572302
48562692,3BR JFK/UMASS redline T+parking,167556315,Karolina,,Dorchester,42.3232,-71.05995,Entire home/apt,160,3,158,2024-11-30,4.07,1,169,40,STR-522356
48585748,Entire 2 Bedroom Apartment w/ free parking,57402911,Georgia,,Roslindale,42.2895,-71.13044,Entire home/apt,293,3,102,2024-12-08,2.33,1,151,23,STR-445690
48597887,"Blueground | S. End, pool, nr art gallery & t",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,146,32,0,,,352,246,0,
48597894,"Blueground | S. End, pool, nr art gallery & t",107434423,Blueground,,Roxbury,42.338838,-71.081767,Entire home/apt,,32,1,2023-06-23,0.05,352,238,0,
48597943,"Blueground | S. End, pool, nr art gallery & t",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,148,32,1,2023-08-08,0.06,352,326,0,
48597948,"Blueground | S. End, pool, nr art gallery & t",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,159,32,1,2021-09-05,0.02,352,176,0,
48597957,"Blueground | S. End, pool, nr art gallery & t",107434423,Blueground,,Roxbury,42.33884,-71.08177,Entire home/apt,151,32,0,,,352,236,0,
48601192,Lux Downtown Flat - Large Open Layout - Fast Wifi,275849638,Steven,,Downtown,42.357088972678284,-71.05350906465866,Entire home/apt,183,2,244,2024-12-01,5.38,75,314,64,STR-424131
48601455,Beautiful 1BR on Top Floor in Downtown Boston,275849638,Steven,,Downtown,42.35875,-71.05361,Entire home/apt,155,1,213,2024-11-10,4.89,75,351,45,STR-424138
48601985,Elegant 2BD/2BA furnished apartment in FiDi,275849638,Steven,,Downtown,42.35893,-71.0553,Entire home/apt,238,2,233,2024-11-30,5.10,75,346,66,STR-424137
48602234,Airy 2br Apt Downtown Boston - Smart Lock Entry,275849638,Steven,,Downtown,42.35745,-71.0533,Entire home/apt,199,2,215,2024-12-02,4.70,75,323,65,STR-424121
48602602,Charming 1BR Flat Downtown Boston | Walk Anywhere,275849638,Steven,,Downtown,42.35889,-71.05337,Entire home/apt,130,1,221,2024-12-16,4.99,75,297,64,STR-424133
48611199,Apartment 1BR mins from JFK/UMASS on Red Line,92721057,Ewa,,Dorchester,42.3163,-71.05873,Entire home/apt,138,1,340,2024-12-18,7.47,2,173,99,STR-445943
48641606,Comfy Oasis,329370033,Evon,,Mattapan,42.27941,-71.09465,Entire home/apt,557,3,62,2024-10-28,1.38,1,328,13,STR-445570
48675718,"Pristine2b1b,Near transit,Free street parking",31176944,Angeline,,Roslindale,42.28224,-71.11739,Entire home/apt,145,3,72,2024-11-04,1.58,2,72,9,STR-443490
48713521,Beautiful 1BR near Fenway Park + Kenmore,275849638,Steven,,Fenway,42.3493129120797,-71.09268140663436,Entire home/apt,134,1,184,2024-11-21,4.07,75,324,43,STR-438669
48739565,GREAT LOCATION! Modern 2 BD and 2 BA w/Parking!,10393465,Gary,,South Boston Waterfront,42.34309,-71.05313,Entire home/apt,250,2,113,2024-11-24,2.50,2,288,27,STR-445533
48748471,City apartment with parking Logan/Downtown,7427795,Ella,,East Boston,42.37835,-71.02964,Entire home/apt,100,29,90,2024-07-30,1.97,6,35,19,STR-445655
48748798,Romantic Getaway on the roof - parking/Airport,7427795,Ella,,East Boston,42.37721,-71.03767,Entire home/apt,,29,183,2024-11-23,4.01,6,0,23,STR-573350
48764211,2BR Apartment | Patio | Boston Medical Center,43217109,Javier,,South End,42.33745,-71.07676,Entire home/apt,299,29,53,2024-09-28,1.18,3,360,16,STR-572302
48771117,Glamorous bedroom a short walk away from commuter!,361238479,Danny,,Hyde Park,42.25365,-71.12714,Private room,,29,0,,,1,0,0,STR-446909
48788607,"The Nook, 15m T to downtown,Walk to Airport/Subway",29684380,Totana,,East Boston,42.38274,-71.02198,Private room,64,1,484,2024-12-01,10.71,3,86,105,STR-439433
48788842,Zakim-Walk to Airport/Subway-15min to downtown,29684380,Totana,,East Boston,42.38294,-71.02026,Private room,65,1,399,2024-11-25,8.80,3,88,80,STR-439433
48802286,"Family Friendly City Oasis! Free Parking, King Bed",152502955,Jack And Heather,,South Boston,42.32932,-71.05351,Entire home/apt,591,2,161,2024-12-08,3.86,1,311,49,STR-446942
48805065,Luxury at a Discount | 3br/2ba | 200mbps Internet,365116307,Healing Homes,,Downtown,42.35533065332528,-71.06073938142121,Entire home/apt,387,1,239,2024-12-14,5.42,58,346,64,STR-438657
48805748,Centralized Downtown Location | On-site Parking,365116307,Healing Homes,,Downtown,42.35528350930719,-71.06044446350509,Entire home/apt,233,1,283,2024-12-10,6.32,58,349,71,STR-466834
48806117,230B3.1 | The Mayhew Redline | w/AC & WD | Room #1,71783,Lance,,Dorchester,42.32114,-71.05993,Private room,55,30,0,,,38,317,0,
48806121,230B3.2 | The Mayhew Redline | w/AC & WD | Room #2,71783,Lance,,Dorchester,42.32096,-71.0604,Private room,45,30,4,2024-11-04,0.10,38,291,2,
